,customer_id,address,postcode,state,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,owns_car,transaction_id,product_id,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,name,year,month,day,day_of_week,quarter,age,total_profit,age_range,adresses,lat,long
1159,204,4 Londonderry Lane,3084,Victoria,Thorny,Hackworth,Male,56,1976-10-01,Editor,Financial Services,No,13122,96,2017-12-03,1.0,Approved,WeareA2B,Road,low,small,1172.78,1043.77,Thorny Hackworth,2017,12,3,Sunday,2017Q4,46,129.01,40-49,3084 Victoria Australia,-37.7436031,145.0769045
1160,204,4 Londonderry Lane,3084,Victoria,Thorny,Hackworth,Male,56,1976-10-01,Editor,Financial Services,No,16911,68,2017-11-04,0.0,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,Thorny Hackworth,2017,11,4,Saturday,2017Q4,46,1592.19,40-49,3084 Victoria Australia,-37.7436031,145.0769045
1161,204,4 Londonderry Lane,3084,Victoria,Thorny,Hackworth,Male,56,1976-10-01,Editor,Financial Services,No,9610,25,2017-09-07,0.0,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,Thorny Hackworth,2017,9,7,Thursday,2017Q3,46,709.34,40-49,3084 Victoria Australia,-37.7436031,145.0769045
1162,204,4 Londonderry Lane,3084,Victoria,Thorny,Hackworth,Male,56,1976-10-01,Editor,Financial Services,No,1581,11,2017-07-10,1.0,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,Thorny Hackworth,2017,7,10,Monday,2017Q3,46,509.97,40-49,3084 Victoria Australia,-37.7436031,145.0769045
1163,204,4 Londonderry Lane,3084,Victoria,Thorny,Hackworth,Male,56,1976-10-01,Editor,Financial Services,No,8772,62,2017-07-09,1.0,Approved,Solex,Standard,medium,medium,478.16,298.72,Thorny Hackworth,2017,7,9,Sunday,2017Q3,46,179.44,40-49,3084 Victoria Australia,-37.7436031,145.0769045
1164,204,4 Londonderry Lane,3084,Victoria,Thorny,Hackworth,Male,56,1976-10-01,Editor,Financial Services,No,4112,94,2017-06-18,0.0,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,Thorny Hackworth,2017,6,18,Sunday,2017Q2,46,641.64,40-49,3084 Victoria Australia,-37.7436031,145.0769045
1165,204,4 Londonderry Lane,3084,Victoria,Thorny,Hackworth,Male,56,1976-10-01,Editor,Financial Services,No,9246,39,2017-05-21,1.0,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,Thorny Hackworth,2017,5,21,Sunday,2017Q2,46,1230.27,40-49,3084 Victoria Australia,-37.7436031,145.0769045
1166,204,4 Londonderry Lane,3084,Victoria,Thorny,Hackworth,Male,56,1976-10-01,Editor,Financial Services,No,17994,55,2017-02-19,1.0,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,Thorny Hackworth,2017,2,19,Sunday,2017Q1,46,1295.43,40-49,3084 Victoria Australia,-37.7436031,145.0769045
1167,205,39716 Vera Junction,3170,Victoria,Rolfe,Kellard,Male,18,1958-12-01,Administrative Assistant II,Financial Services,Yes,10915,31,2017-11-08,1.0,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,Rolfe Kellard,2017,11,8,Wednesday,2017Q4,64,57.72999999999999,over 60,3170 Victoria Australia,-37.9267579,145.1762197
1168,205,39716 Vera Junction,3170,Victoria,Rolfe,Kellard,Male,18,1958-12-01,Administrative Assistant II,Financial Services,Yes,19933,84,2017-07-11,0.0,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,Rolfe Kellard,2017,7,11,Tuesday,2017Q3,64,75.48000000000002,over 60,3170 Victoria Australia,-37.9267579,145.1762197
1169,205,39716 Vera Junction,3170,Victoria,Rolfe,Kellard,Male,18,1958-12-01,Administrative Assistant II,Financial Services,Yes,4387,67,2017-05-05,1.0,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,Rolfe Kellard,2017,5,5,Friday,2017Q2,64,167.20999999999998,over 60,3170 Victoria Australia,-37.9267579,145.1762197
1170,205,39716 Vera Junction,3170,Victoria,Rolfe,Kellard,Male,18,1958-12-01,Administrative Assistant II,Financial Services,Yes,14505,88,2017-04-30,1.0,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,Rolfe Kellard,2017,4,30,Sunday,2017Q2,64,817.36,over 60,3170 Victoria Australia,-37.9267579,145.1762197
1171,205,39716 Vera Junction,3170,Victoria,Rolfe,Kellard,Male,18,1958-12-01,Administrative Assistant II,Financial Services,Yes,2302,8,2017-04-20,0.0,Approved,Solex,Road,medium,small,1703.52,1516.13,Rolfe Kellard,2017,4,20,Thursday,2017Q2,64,187.38999999999987,over 60,3170 Victoria Australia,-37.9267579,145.1762197
1172,205,39716 Vera Junction,3170,Victoria,Rolfe,Kellard,Male,18,1958-12-01,Administrative Assistant II,Financial Services,Yes,4675,80,2017-04-18,1.0,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,Rolfe Kellard,2017,4,18,Tuesday,2017Q2,64,139.2299999999999,over 60,3170 Victoria Australia,-37.9267579,145.1762197
1173,205,39716 Vera Junction,3170,Victoria,Rolfe,Kellard,Male,18,1958-12-01,Administrative Assistant II,Financial Services,Yes,19260,72,2017-03-25,0.0,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,Rolfe Kellard,2017,3,25,Saturday,2017Q1,64,90.09999999999997,over 60,3170 Victoria Australia,-37.9267579,145.1762197
1174,205,39716 Vera Junction,3170,Victoria,Rolfe,Kellard,Male,18,1958-12-01,Administrative Assistant II,Financial Services,Yes,15791,91,2017-03-13,1.0,Approved,Solex,Standard,medium,medium,100.35,75.26,Rolfe Kellard,2017,3,13,Monday,2017Q1,64,25.08999999999999,over 60,3170 Victoria Australia,-37.9267579,145.1762197
1175,205,39716 Vera Junction,3170,Victoria,Rolfe,Kellard,Male,18,1958-12-01,Administrative Assistant II,Financial Services,Yes,3005,1,2017-03-02,0.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,Rolfe Kellard,2017,3,2,Thursday,2017Q1,64,448.67999999999995,over 60,3170 Victoria Australia,-37.9267579,145.1762197
1183,208,056 Stone Corner Alley,4078,Queensland,Rutter,Excell,Male,57,1994-10-31,AssistantI,Property,No,18315,72,2017-12-03,1.0,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,Rutter Excell,2017,12,3,Sunday,2017Q4,28,771.12,20-29,4078 Queensland Australia,-27.6185546,152.9617842
1184,208,056 Stone Corner Alley,4078,Queensland,Rutter,Excell,Male,57,1994-10-31,AssistantI,Property,No,11244,82,2017-08-25,0.0,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,Rutter Excell,2017,8,25,Friday,2017Q3,28,709.34,20-29,4078 Queensland Australia,-27.6185546,152.9617842
1185,208,056 Stone Corner Alley,4078,Queensland,Rutter,Excell,Male,57,1994-10-31,AssistantI,Property,No,11024,32,2017-03-18,1.0,Approved,Giant Bicycles,Standard,high,medium,1179.0,707.4,Rutter Excell,2017,3,18,Saturday,2017Q1,28,471.6,20-29,4078 Queensland Australia,-27.6185546,152.9617842
1186,208,056 Stone Corner Alley,4078,Queensland,Rutter,Excell,Male,57,1994-10-31,AssistantI,Property,No,12186,15,2017-02-01,1.0,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,Rutter Excell,2017,2,1,Wednesday,2017Q1,28,1279.3999999999999,20-29,4078 Queensland Australia,-27.6185546,152.9617842
1187,208,056 Stone Corner Alley,4078,Queensland,Rutter,Excell,Male,57,1994-10-31,AssistantI,Property,No,17606,0,2017-01-11,1.0,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,Rutter Excell,2017,1,11,Wednesday,2017Q1,28,110.56,20-29,4078 Queensland Australia,-27.6185546,152.9617842
1193,210,19969 5th Parkway,3152,Victoria,Albrecht,Thomasson,Male,50,1963-11-18,Assistant Manager,Property,No,7617,75,2017-12-08,0.0,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,Albrecht Thomasson,2017,12,8,Friday,2017Q4,59,1010.02,50-59,3152 Victoria Australia,-37.8668518,145.220397
1194,210,19969 5th Parkway,3152,Victoria,Albrecht,Thomasson,Male,50,1963-11-18,Assistant Manager,Property,No,15516,38,2017-08-16,0.0,Approved,Solex,Standard,medium,medium,1577.53,826.51,Albrecht Thomasson,2017,8,16,Wednesday,2017Q3,59,751.02,50-59,3152 Victoria Australia,-37.8668518,145.220397
1195,210,19969 5th Parkway,3152,Victoria,Albrecht,Thomasson,Male,50,1963-11-18,Assistant Manager,Property,No,6428,16,2017-06-28,1.0,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,Albrecht Thomasson,2017,6,28,Wednesday,2017Q2,59,182.81000000000017,50-59,3152 Victoria Australia,-37.8668518,145.220397
1196,210,19969 5th Parkway,3152,Victoria,Albrecht,Thomasson,Male,50,1963-11-18,Assistant Manager,Property,No,1261,17,2017-06-10,0.0,Approved,Solex,Standard,high,medium,1024.66,614.8,Albrecht Thomasson,2017,6,10,Saturday,2017Q2,59,409.8600000000001,50-59,3152 Victoria Australia,-37.8668518,145.220397
1197,210,19969 5th Parkway,3152,Victoria,Albrecht,Thomasson,Male,50,1963-11-18,Assistant Manager,Property,No,14003,52,2017-06-06,0.0,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,Albrecht Thomasson,2017,6,6,Tuesday,2017Q2,59,450.77,50-59,3152 Victoria Australia,-37.8668518,145.220397
1198,210,19969 5th Parkway,3152,Victoria,Albrecht,Thomasson,Male,50,1963-11-18,Assistant Manager,Property,No,16998,14,2017-05-13,1.0,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,Albrecht Thomasson,2017,5,13,Saturday,2017Q2,59,152.54999999999995,50-59,3152 Victoria Australia,-37.8668518,145.220397
1208,212,417 Transport Trail,4503,Queensland,Nanice,Ellse,Female,21,2001-11-19,Desktop Support Technician,IT,No,6186,69,2017-06-26,0.0,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,Nanice Ellse,2017,6,26,Monday,2017Q2,21,198.22000000000003,20-29,4503 Queensland Australia,-27.2508424,152.9926352
1209,212,417 Transport Trail,4503,Queensland,Nanice,Ellse,Female,21,2001-11-19,Desktop Support Technician,IT,No,9731,68,2017-02-14,1.0,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,Nanice Ellse,2017,2,14,Tuesday,2017Q1,21,1592.19,20-29,4503 Queensland Australia,-27.2508424,152.9926352
1210,213,6327 Lunder Crossing,4655,Queensland,Lockwood,Exroll,Male,13,1996-05-14,Actuary,Financial Services,Yes,19063,0,2017-12-02,0.0,Approved,Solex,Standard,medium,medium,441.49,84.99,Lockwood Exroll,2017,12,2,Saturday,2017Q4,27,356.5,20-29,4655 Queensland Australia,-25.2965245,152.8235456
1211,213,6327 Lunder Crossing,4655,Queensland,Lockwood,Exroll,Male,13,1996-05-14,Actuary,Financial Services,Yes,7579,77,2017-10-23,1.0,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,Lockwood Exroll,2017,10,23,Monday,2017Q4,27,1660.88,20-29,4655 Queensland Australia,-25.2965245,152.8235456
1213,213,6327 Lunder Crossing,4655,Queensland,Lockwood,Exroll,Male,13,1996-05-14,Actuary,Financial Services,Yes,11507,63,2017-09-20,1.0,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,Lockwood Exroll,2017,9,20,Wednesday,2017Q3,27,1230.3000000000002,20-29,4655 Queensland Australia,-25.2965245,152.8235456
1214,213,6327 Lunder Crossing,4655,Queensland,Lockwood,Exroll,Male,13,1996-05-14,Actuary,Financial Services,Yes,9285,45,2017-07-17,0.0,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,Lockwood Exroll,2017,7,17,Monday,2017Q3,27,745.94,20-29,4655 Queensland Australia,-25.2965245,152.8235456
1215,213,6327 Lunder Crossing,4655,Queensland,Lockwood,Exroll,Male,13,1996-05-14,Actuary,Financial Services,Yes,9776,0,2017-06-30,1.0,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,Lockwood Exroll,2017,6,30,Friday,2017Q2,27,90.09999999999997,20-29,4655 Queensland Australia,-25.2965245,152.8235456
1216,213,6327 Lunder Crossing,4655,Queensland,Lockwood,Exroll,Male,13,1996-05-14,Actuary,Financial Services,Yes,4219,19,2017-06-12,0.0,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,Lockwood Exroll,2017,6,12,Monday,2017Q2,27,114.93,20-29,4655 Queensland Australia,-25.2965245,152.8235456
1217,213,6327 Lunder Crossing,4655,Queensland,Lockwood,Exroll,Male,13,1996-05-14,Actuary,Financial Services,Yes,16401,92,2017-03-30,1.0,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,Lockwood Exroll,2017,3,30,Thursday,2017Q1,27,1630.25,20-29,4655 Queensland Australia,-25.2965245,152.8235456
1218,213,6327 Lunder Crossing,4655,Queensland,Lockwood,Exroll,Male,13,1996-05-14,Actuary,Financial Services,Yes,18187,97,2017-02-01,1.0,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,Lockwood Exroll,2017,2,1,Wednesday,2017Q1,27,75.13999999999999,20-29,4655 Queensland Australia,-25.2965245,152.8235456
1219,213,6327 Lunder Crossing,4655,Queensland,Lockwood,Exroll,Male,13,1996-05-14,Actuary,Financial Services,Yes,10897,66,2017-01-24,0.0,Approved,Solex,Standard,medium,medium,1163.89,589.27,Lockwood Exroll,2017,1,24,Tuesday,2017Q1,27,574.6200000000001,20-29,4655 Queensland Australia,-25.2965245,152.8235456
1220,213,6327 Lunder Crossing,4655,Queensland,Lockwood,Exroll,Male,13,1996-05-14,Actuary,Financial Services,Yes,11708,12,2017-01-11,1.0,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,Lockwood Exroll,2017,1,11,Wednesday,2017Q1,27,1055.82,20-29,4655 Queensland Australia,-25.2965245,152.8235456
1221,214,811 Tony Road,4220,Queensland,Jeramie,Cellier,Male,82,1957-11-29,Food Chemist,Health,No,10578,65,2017-11-04,1.0,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,Jeramie Cellier,2017,11,4,Saturday,2017Q4,65,1028.76,over 60,4220 Queensland Australia,-28.0963527,153.4331163
1222,214,811 Tony Road,4220,Queensland,Jeramie,Cellier,Male,82,1957-11-29,Food Chemist,Health,No,3540,62,2017-10-06,1.0,Approved,Solex,Standard,medium,medium,478.16,298.72,Jeramie Cellier,2017,10,6,Friday,2017Q4,65,179.44,over 60,4220 Queensland Australia,-28.0963527,153.4331163
1224,214,811 Tony Road,4220,Queensland,Jeramie,Cellier,Male,82,1957-11-29,Food Chemist,Health,No,16536,8,2017-04-24,1.0,Approved,Solex,Road,medium,small,1703.52,1516.13,Jeramie Cellier,2017,4,24,Monday,2017Q2,65,187.38999999999987,over 60,4220 Queensland Australia,-28.0963527,153.4331163
1225,214,811 Tony Road,4220,Queensland,Jeramie,Cellier,Male,82,1957-11-29,Food Chemist,Health,No,3730,20,2017-03-26,0.0,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,Jeramie Cellier,2017,3,26,Sunday,2017Q1,65,195.33999999999992,over 60,4220 Queensland Australia,-28.0963527,153.4331163
1226,214,811 Tony Road,4220,Queensland,Jeramie,Cellier,Male,82,1957-11-29,Food Chemist,Health,No,1998,19,2017-01-02,1.0,Approved,OHM Cycles,Road,high,large,12.01,7.21,Jeramie Cellier,2017,1,2,Monday,2017Q1,65,4.8,over 60,4220 Queensland Australia,-28.0963527,153.4331163
1227,215,0 Northport Court,4012,Queensland,Debera,Foxworthy,Female,37,1974-06-24,Assistant Professor,Retail,Yes,18830,0,2017-12-27,1.0,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,Debera Foxworthy,2017,12,27,Wednesday,2017Q4,49,90.09999999999997,40-49,4012 Queensland Australia,-27.3930139,153.0479657
1228,215,0 Northport Court,4012,Queensland,Debera,Foxworthy,Female,37,1974-06-24,Assistant Professor,Retail,Yes,1214,0,2017-10-09,0.0,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,Debera Foxworthy,2017,10,9,Monday,2017Q4,49,45.96000000000001,40-49,4012 Queensland Australia,-27.3930139,153.0479657
1229,215,0 Northport Court,4012,Queensland,Debera,Foxworthy,Female,37,1974-06-24,Assistant Professor,Retail,Yes,18737,0,2017-09-30,0.0,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,Debera Foxworthy,2017,9,30,Saturday,2017Q3,49,110.56,40-49,4012 Queensland Australia,-27.3930139,153.0479657
1230,215,0 Northport Court,4012,Queensland,Debera,Foxworthy,Female,37,1974-06-24,Assistant Professor,Retail,Yes,1717,88,2017-07-23,1.0,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,Debera Foxworthy,2017,7,23,Sunday,2017Q3,49,182.81000000000017,40-49,4012 Queensland Australia,-27.3930139,153.0479657
1231,215,0 Northport Court,4012,Queensland,Debera,Foxworthy,Female,37,1974-06-24,Assistant Professor,Retail,Yes,15424,63,2017-06-30,1.0,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,Debera Foxworthy,2017,6,30,Friday,2017Q2,49,1230.3000000000002,40-49,4012 Queensland Australia,-27.3930139,153.0479657
1232,215,0 Northport Court,4012,Queensland,Debera,Foxworthy,Female,37,1974-06-24,Assistant Professor,Retail,Yes,11971,58,2017-06-16,0.0,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,Debera Foxworthy,2017,6,16,Friday,2017Q2,49,450.77,40-49,4012 Queensland Australia,-27.3930139,153.0479657
1233,215,0 Northport Court,4012,Queensland,Debera,Foxworthy,Female,37,1974-06-24,Assistant Professor,Retail,Yes,8789,34,2017-04-02,0.0,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,Debera Foxworthy,2017,4,2,Sunday,2017Q2,49,1069.5500000000002,40-49,4012 Queensland Australia,-27.3930139,153.0479657
1234,215,0 Northport Court,4012,Queensland,Debera,Foxworthy,Female,37,1974-06-24,Assistant Professor,Retail,Yes,16043,82,2017-01-31,0.0,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,Debera Foxworthy,2017,1,31,Tuesday,2017Q1,49,709.34,40-49,4012 Queensland Australia,-27.3930139,153.0479657
1235,216,231 Havey Court,2153,New South Wales,Cinderella,Parcall,Female,12,1995-01-12,Quality Engineer,Financial Services,Yes,12493,88,2017-12-14,1.0,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,Cinderella Parcall,2017,12,14,Thursday,2017Q4,28,182.81000000000017,20-29,2153 New South Wales Australia,-33.7613862,150.9889238
1236,216,231 Havey Court,2153,New South Wales,Cinderella,Parcall,Female,12,1995-01-12,Quality Engineer,Financial Services,Yes,14851,87,2017-06-18,1.0,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,Cinderella Parcall,2017,6,18,Sunday,2017Q2,28,1592.19,20-29,2153 New South Wales Australia,-33.7613862,150.9889238
1237,216,231 Havey Court,2153,New South Wales,Cinderella,Parcall,Female,12,1995-01-12,Quality Engineer,Financial Services,Yes,13118,0,2017-04-18,0.0,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,Cinderella Parcall,2017,4,18,Tuesday,2017Q2,28,167.20999999999998,20-29,2153 New South Wales Australia,-33.7613862,150.9889238
1239,216,231 Havey Court,2153,New South Wales,Cinderella,Parcall,Female,12,1995-01-12,Quality Engineer,Financial Services,Yes,14901,41,2017-02-11,1.0,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,Cinderella Parcall,2017,2,11,Saturday,2017Q1,28,209.84000000000003,20-29,2153 New South Wales Australia,-33.7613862,150.9889238
1248,218,09040 Myrtle Parkway,2015,New South Wales,Stefa,Dunnan,Female,37,1993-08-06,Administrative Officer,Property,Yes,7449,0,2017-12-16,1.0,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,Stefa Dunnan,2017,12,16,Saturday,2017Q4,29,15.080000000000005,20-29,2015 New South Wales Australia,-33.9087966,151.195674
1249,218,09040 Myrtle Parkway,2015,New South Wales,Stefa,Dunnan,Female,37,1993-08-06,Administrative Officer,Property,Yes,9028,59,2017-07-02,1.0,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,Stefa Dunnan,2017,7,2,Sunday,2017Q3,29,155.6500000000001,20-29,2015 New South Wales Australia,-33.9087966,151.195674
1250,218,09040 Myrtle Parkway,2015,New South Wales,Stefa,Dunnan,Female,37,1993-08-06,Administrative Officer,Property,Yes,14520,0,2017-06-28,1.0,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,Stefa Dunnan,2017,6,28,Wednesday,2017Q2,29,90.09999999999997,20-29,2015 New South Wales Australia,-33.9087966,151.195674
1252,218,09040 Myrtle Parkway,2015,New South Wales,Stefa,Dunnan,Female,37,1993-08-06,Administrative Officer,Property,Yes,15640,36,2017-01-10,1.0,Approved,Solex,Standard,low,medium,1289.85,74.51,Stefa Dunnan,2017,1,10,Tuesday,2017Q1,29,1215.34,20-29,2015 New South Wales Australia,-33.9087966,151.195674
1253,219,05241 Shelley Park,2776,New South Wales,Markus,Mughal,Male,9,1964-11-25,AdministratorI,Health,No,18680,20,2017-11-20,0.0,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,Markus Mughal,2017,11,20,Monday,2017Q4,58,195.33999999999992,50-59,2776 New South Wales Australia,-33.6863276,150.5501477
1254,219,05241 Shelley Park,2776,New South Wales,Markus,Mughal,Male,9,1964-11-25,AdministratorI,Health,No,11163,40,2017-10-29,1.0,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,Markus Mughal,2017,10,29,Sunday,2017Q4,58,583.2700000000001,50-59,2776 New South Wales Australia,-33.6863276,150.5501477
1255,219,05241 Shelley Park,2776,New South Wales,Markus,Mughal,Male,9,1964-11-25,AdministratorI,Health,No,3753,36,2017-06-21,0.0,Approved,Solex,Standard,low,medium,945.04,507.58,Markus Mughal,2017,6,21,Wednesday,2017Q2,58,437.46,50-59,2776 New South Wales Australia,-33.6863276,150.5501477
1256,219,05241 Shelley Park,2776,New South Wales,Markus,Mughal,Male,9,1964-11-25,AdministratorI,Health,No,17801,69,2017-04-16,1.0,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,Markus Mughal,2017,4,16,Sunday,2017Q2,58,198.22000000000003,50-59,2776 New South Wales Australia,-33.6863276,150.5501477
1258,219,05241 Shelley Park,2776,New South Wales,Markus,Mughal,Male,9,1964-11-25,AdministratorI,Health,No,17819,23,2017-03-08,0.0,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,Markus Mughal,2017,3,8,Wednesday,2017Q1,58,75.75,50-59,2776 New South Wales Australia,-33.6863276,150.5501477
1259,219,05241 Shelley Park,2776,New South Wales,Markus,Mughal,Male,9,1964-11-25,AdministratorI,Health,No,3951,70,2017-03-02,0.0,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,Markus Mughal,2017,3,2,Thursday,2017Q1,58,198.29000000000002,50-59,2776 New South Wales Australia,-33.6863276,150.5501477
1260,220,7 Pankratz Point,3011,Victoria,Jeniffer,Apark,Female,79,1954-05-10,Electrical Engineer,Manufacturing,No,11303,15,2017-12-15,1.0,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,Jeniffer Apark,2017,12,15,Friday,2017Q4,69,1279.3999999999999,over 60,3011 Victoria Australia,-37.7960195,144.9006313
